tick,kind,species,patch_x,patch_y,x,y,cause,detail
88,birth,grazer,30,9,245,78,,486
89,birth,grazer,26,17,211,140,,487
90,birth,grazer,11,11,95,88,,488
90,death,grazer,22,15,182,121,eaten,91
91,birth,grazer,6,17,48,142,,489
93,birth,grazer,0,24,0,195,,490
93,birth,grazer,12,24,99,198,,491
93,birth,grazer,9,7,77,63,,492
94,birth,grazer,13,12,105,99,,493
94,storm,,0,0,,,,6.1219 2.1231 1.1757
95,death,grazer,7,21,58,168,eaten,136
96,birth,grazer,11,22,95,176,,494
96,birth,grazer,20,19,163,158,,495
98,birth,grazer,27,26,216,208,,496
98,birth,grazer,23,31,189,251,,497
99,birth,grazer,4,18,35,151,,498
99,birth,grazer,8,18,65,151,,499
99,death,grazer,11,2,92,21,eaten,204
100,birth,grazer,25,17,203,136,,500
100,germination,tree,3,4,24,32,,501
100,germination,tree,13,6,109,48,,502
100,germination,tree,18,6,150,48,,503
100,germination,tree,15,7,124,56,,504
100,germination,tree,27,22,223,180,,505
100,germination,tree,25,24,201,198,,506
100,germination,tree,28,27,227,219,,507
100,germination,tree,3,27,28,221,,508
100,germination,tree,25,27,203,218,,509
100,germination,tree,27,27,222,218,,510
100,germination,tree,13,27,106,222,,511
100,germination,tree,16,28,130,226,,512
100,germination,tree,17,31,141,248,,513
100,germination,tree,22,31,182,250,,514
101,birth,grazer,15,26,125,209,,515
101,birth,grazer,30,24,245,197,,516
101,birth,grazer,13,10,110,85,,517
101,storm,,0,0,,,,3.7463 1.2766 0.7152
104,birth,grazer,26,17,213,138,,518
106,birth,grazer,25,19,203,158,,519
107,birth,grazer,16,24,135,193,,520
107,birth,grazer,19,20,157,161,,521
107,birth,grazer,3,13,28,106,,522
107,death,grazer,3,2,31,21,eaten,216
110,birth,grazer,31,5,255,46,,523
112,birth,grazer,29,11,236,94,,524
113,birth,grazer,19,27,155,223,,525
113,birth,grazer,7,21,59,168,,526
113,birth,grazer,3,3,29,30,,527
116,birth,grazer,29,13,239,104,,528
117,birth,grazer,19,7,153,58,,529
118,birth,grazer,7,19,63,158,,530
118,birth,grazer,4,7,39,62,,531
119,birth,grazer,29,3,233,27,,532
120,birth,grazer,20,7,166,57,,533
120,birth,grazer,4,13,32,106,,534
120,birth,grazer,28,22,228,181,,535
120,death,grazer,11,15,90,125,eaten,203
121,birth,grazer,28,3,225,29,,536
122,birth,grazer,24,23,194,185,,537
122,birth,grazer,6,6,49,48,,538
123,birth,grazer,19,19,159,154,,539
123,birth,grazer,19,10,153,85,,540
128,birth,grazer,4,6,37,50,,541
130,death,grazer,8,1,67,15,eaten,412
131,birth,grazer,7,31,60,253,,542
133,birth,grazer,31,12,251,100,,543
133,birth,grazer,26,5,208,41,,544
134,birth,grazer,19,7,158,59,,545
134,birth,grazer,25,4,200,37,,546
137,birth,grazer,28,5,224,44,,547
138,birth,grazer,22,8,177,65,,548
138,death,grazer,7,6,59,52,eaten,87
138,birth,hunter,7,6,60,51,,549
139,birth,grazer,27,12,221,100,,550
140,birth,grazer,29,22,232,180,,551
141,birth,grazer,16,3,129,29,,552
143,birth,grazer,3,19,30,157,,553
143,birth,grazer,24,22,193,180,,554
144,birth,grazer,26,18,213,144,,555
146,birth,grazer,0,23,0,187,,556
147,birth,grazer,23,13,188,107,,557
147,birth,grazer,6,11,49,89,,558
150,birth,grazer,8,15,64,121,,559
150,birth,grazer,22,21,178,169,,560
150,birth,grazer,10,3,87,28,,561
150,germination,tree,15,4,123,39,,562
150,germination,tree,2,6,23,53,,563
150,germination,tree,22,8,178,64,,564
150,germination,tree,29,8,238,68,,565
150,germination,tree,25,11,207,91,,566
150,germination,tree,6,27,53,222,,567
150,germination,tree,17,27,136,220,,568
150,germination,tree,14,28,117,224,,569
150,germination,tree,10,28,86,229,,570
153,birth,grazer,3,16,26,135,,571
154,birth,grazer,4,16,35,131,,572
156,birth,grazer,8,7,65,60,,573
158,birth,grazer,23,23,186,184,,574
158,birth,grazer,21,1,169,15,,575
158,birth,grazer,22,4,180,38,,576
158,birth,grazer,10,8,81,71,,577
159,death,grazer,5,4,40,32,eaten,79
160,birth,grazer,23,13,189,105,,578
161,birth,grazer,9,19,72,156,,579
163,birth,grazer,28,27,225,222,,580
167,birth,grazer,11,16,88,135,,581
168,birth,grazer,27,27,216,220,,582
169,birth,grazer,14,30,119,245,,583
169,birth,grazer,19,28,155,230,,584
170,birth,grazer,10,2,82,21,,585
171,birth,grazer,22,14,183,112,,586
173,birth,grazer,3,4,28,34,,587
174,birth,grazer,27,12,217,99,,588
179,birth,grazer,3,14,29,118,,589
180,birth,grazer,4,26,37,213,,590
181,birth,grazer,30,24,242,199,,591
181,birth,grazer,8,17,68,142,,592
181,birth,grazer,6,10,50,87,,593
182,birth,grazer,6,27,54,218,,594
182,birth,grazer,31,27,248,219,,595
182,birth,grazer,20,27,165,223,,596
184,birth,grazer,21,8,168,68,,597
184,death,grazer,30,0,246,0,eaten,470
187,birth,grazer,3,8,24,70,,598
187,birth,grazer,19,26,154,211,,599
187,birth,grazer,12,23,98,189,,600
188,birth,grazer,29,29,235,232,,601
188,birth,grazer,29,16,237,135,,602
188,birth,grazer,11,19,89,153,,603
189,birth,grazer,19,4,158,38,,604
189,birth,grazer,6,1,48,15,,605
190,birth,grazer,18,27,150,223,,606
190,birth,grazer,2,20,17,167,,607
190,birth,grazer,23,24,185,197,,608
191,birth,grazer,23,27,189,223,,609
195,birth,grazer,5,11,41,94,,610
197,birth,grazer,7,5,58,41,,611
197,birth,grazer,20,7,164,56,,612
197,death,grazer,3,2,27,22,eaten,245
198,birth,grazer,3,2,26,21,,613
199,birth,grazer,27,9,223,72,,614
199,death,grazer,3,2,25,21,eaten,289
200,birth,grazer,26,7,215,57,,615
200,germination,tree,28,2,224,16,,616
200,germination,tree,27,2,220,22,,617
200,germination,tree,27,3,222,29,,618
200,germination,tree,3,4,28,34,,619
200,germination,tree,5,6,42,49,,620
200,germination,tree,28,6,224,52,,621
200,germination,tree,28,6,230,51,,622
200,germination,tree,27,8,218,68,,623
200,germination,tree,29,8,238,71,,624
200,germination,tree,30,8,242,71,,625
200,germination,tree,29,9,236,74,,626
200,germination,tree,27,10,221,84,,627
200,germination,tree,29,12,236,97,,628
200,germination,tree,28,12,227,102,,629
200,germination,tree,27,14,220,114,,630
200,germination,tree,28,17,231,142,,631
200,germination,tree,30,17,247,138,,632
200,germination,tree,29,18,238,151,,633
200,germination,tree,26,19,211,158,,634
200,germination,tree,22,22,183,179,,635
200,germination,tree,3,26,30,208,,636
200,germination,tree,25,25,205,206,,637
200,germination,tree,31,31,255,249,,638
201,birth,grazer,3,10,24,86,,639
202,birth,grazer,24,13,198,110,,640
204,death,grazer,12,2,101,21,eaten,360
205,birth,grazer,24,16,195,133,,641
205,death,grazer,12,2,101,22,eaten,561
208,birth,grazer,18,21,145,174,,642
210,birth,grazer,16,5,131,45,,643
211,death,grazer,11,15,90,125,eaten,287
212,birth,grazer,9,23,78,190,,644
213,birth,grazer,3,3,31,26,,645
213,birth,grazer,2,4,19,33,,646
213,birth,grazer,3,27,28,219,,647
213,birth,grazer,27,15,219,122,,648
214,birth,grazer,14,20,113,167,,649
216,birth,grazer,9,22,76,182,,650
216,birth,grazer,21,26,172,211,,651
216,death,grazer,7,5,59,41,eaten,149
216,death,grazer,21,4,174,32,eaten,198
218,birth,grazer,10,27,84,216,,652
218,death,grazer,12,1,101,14,eaten,290
219,birth,grazer,13,3,108,26,,653
219,birth,grazer,8,13,64,108,,654
219,birth,grazer,9,14,75,114,,655
220,birth,grazer,20,9,167,77,,656
221,birth,grazer,8,11,67,90,,657
221,birth,grazer,31,17,253,136,,658
221,birth,grazer,29,10,239,80,,659
223,birth,grazer,5,3,43,28,,660
223,death,grazer,24,11,195,89,eaten,578
224,birth,grazer,29,13,239,106,,661
224,birth,grazer,27,22,223,181,,662
226,birth,grazer,23,4,187,36,,663
226,death,grazer,18,7,148,62,eaten,158
228,birth,grazer,20,12,163,96,,664
229,birth,grazer,20,18,161,149,,665
230,birth,grazer,23,10,188,83,,666
232,birth,grazer,24,19,192,153,,667
232,birth,grazer,9,27,78,223,,668
232,birth,grazer,15,31,125,249,,669
232,birth,grazer,2,17,21,140,,670
234,birth,grazer,12,11,96,93,,671
234,birth,grazer,24,22,195,178,,672
235,birth,grazer,10,27,86,221,,673
238,birth,grazer,26,10,211,84,,674
239,birth,grazer,21,23,172,188,,675
239,birth,grazer,19,26,157,214,,676
240,birth,grazer,17,5,139,44,,677
240,birth,grazer,28,13,228,110,,678
241,birth,grazer,11,26,93,212,,679
243,birth,grazer,26,23,209,187,,680
243,birth,grazer,19,8,152,66,,681
245,birth,grazer,8,13,70,104,,682
246,birth,grazer,12,5,100,46,,683
246,birth,grazer,13,19,108,159,,684
247,birth,grazer,10,0,80,1,,685
247,birth,grazer,27,26,219,208,,686
247,birth,grazer,18,5,144,46,,687
248,birth,grazer,8,20,67,164,,688
248,birth,grazer,27,13,217,107,,689
248,birth,grazer,31,9,253,79,,690
250,birth,grazer,19,28,156,225,,691
250,birth,grazer,13,26,104,209,,692
250,germination,tree,6,4,50,32,,693
250,germination,tree,30,4,240,39,,694
250,germination,tree,20,4,161,36,,695
250,germination,tree,10,5,86,41,,696
250,germination,tree,23,5,185,44,,697
250,germination,tree,27,5,221,46,,698
250,germination,tree,22,6,183,50,,699
250,germination,tree,20,8,165,68,,700
250,germination,tree,28,12,229,98,,701
250,germination,tree,28,14,226,114,,702
250,germination,tree,28,20,227,164,,703
250,germination,tree,27,26,220,209,,704
250,germination,tree,11,27,94,223,,705
250,germination,tree,21,31,175,251,,706
252,storm,,0,0,,,,2.0878 0.6333 0.0542
256,birth,grazer,5,24,45,194,,707
256,birth,grazer,25,12,207,100,,708
256,storm,,0,0,,,,2.8422 0.9295 0.3706
257,birth,grazer,21,28,173,231,,709
259,birth,grazer,13,7,105,59,,710
259,birth,grazer,4,19,35,156,,711
259,death,grazer,19,23,156,186,eaten,160
260,birth,grazer,20,25,165,205,,712
260,birth,grazer,11,9,94,72,,713
261,birth,grazer,27,27,220,221,,714
262,birth,grazer,29,2,232,18,,715
264,birth,grazer,11,26,88,210,,716
266,birth,grazer,27,23,219,184,,717
267,birth,grazer,9,23,77,189,,718
268,birth,hunter,10,16,86,134,,719
271,birth,grazer,31,24,248,195,,720
272,birth,grazer,22,31,179,251,,721
272,birth,grazer,12,18,102,148,,722
274,birth,grazer,4,6,33,50,,723
276,birth,grazer,13,10,105,80,,724
277,birth,grazer,14,25,115,205,,725
277,birth,grazer,6,7,51,57,,726
278,birth,grazer,0,7,0,56,,727
279,storm,,0,0,,,,5.4152 1.8368 0.9802
283,birth,grazer,29,16,237,132,,728
283,birth,grazer,26,21,209,173,,729
283,death,grazer,31,2,249,23,eaten,423
284,birth,grazer,25,11,201,91,,730
284,birth,grazer,30,27,244,219,,731
286,birth,grazer,29,11,232,94,,732
286,birth,grazer,27,21,219,171,,733
287,birth,grazer,22,5,182,44,,734
289,birth,grazer,24,12,197,96,,735
289,birth,grazer,11,20,94,166,,736
289,birth,grazer,23,6,190,52,,737
290,birth,grazer,30,17,247,141,,738
290,birth,grazer,10,19,86,152,,739
290,birth,grazer,30,10,241,86,,740
290,birth,grazer,10,15,87,122,,741
290,birth,grazer,27,4,218,36,,742
291,birth,grazer,12,22,102,178,,743
291,birth,grazer,20,19,161,155,,744
292,birth,grazer,6,11,54,93,,745
292,birth,grazer,24,23,196,185,,746
293,birth,grazer,6,21,50,173,,747
294,birth,grazer,25,11,207,89,,748
295,birth,grazer,15,24,121,194,,749
296,birth,grazer,30,2,245,23,,750
296,birth,grazer,9,18,78,145,,751
297,birth,grazer,26,20,211,162,,752
297,birth,grazer,17,5,140,44,,753
298,birth,grazer,4,13,38,111,,754
298,birth,grazer,22,4,177,36,,755
298,birth,grazer,13,10,106,83,,756
300,germination,tree,18,6,150,51,,757
300,germination,tree,15,6,127,51,,758
300,germination,tree,26,18,215,144,,759
300,germination,tree,27,21,222,175,,760
300,germination,tree,11,23,95,191,,761
300,germination,tree,24,24,198,197,,762
300,germination,tree,3,27,30,218,,763
300,germination,tree,28,27,224,222,,764
300,germination,tree,11,28,93,225,,765
300,germination,tree,12,27,101,219,,766
300,germination,tree,15,28,125,224,,767
302,storm,,0,0,,,,15.8167 5.9318 3.8354
303,death,grazer,31,2,249,23,eaten,666
306,birth,grazer,19,21,157,169,,768
306,birth,grazer,20,17,167,141,,769
308,death,grazer,27,25,221,204,eaten,269
309,birth,grazer,19,23,152,191,,770
309,birth,grazer,17,24,143,194,,771
310,birth,grazer,9,28,76,229,,772
310,birth,grazer,9,28,75,229,,773
310,death,grazer,5,9,47,77,eaten,573
312,birth,grazer,7,2,56,16,,774
312,birth,grazer,4,15,39,125,,775
312,birth,grazer,4,1,32,15,,776
313,birth,grazer,22,9,180,72,,777
313,birth,grazer,21,10,171,85,,778
315,birth,grazer,4,16,38,128,,779
315,birth,grazer,7,11,63,88,,780
315,birth,grazer,10,21,87,169,,781
315,birth,grazer,8,10,70,87,,782
315,birth,grazer,7,20,59,164,,783
316,birth,grazer,31,15,253,126,,784
316,birth,grazer,29,18,234,145,,785
319,birth,grazer,10,11,81,91,,786
319,birth,grazer,11,11,88,94,,787
319,storm,,0,0,,,,7.7643 2.7686 1.7508
320,birth,grazer,27,10,217,81,,788
320,birth,grazer,30,23,241,191,,789
320,birth,grazer,30,24,246,196,,790
320,birth,grazer,30,12,240,97,,791
323,birth,grazer,8,22,71,180,,792
323,birth,grazer,4,19,36,152,,793
324,birth,grazer,26,7,208,58,,794
324,birth,grazer,13,12,104,102,,795
324,birth,grazer,28,7,225,58,,796
324,birth,grazer,12,12,97,98,,797
325,birth,grazer,16,4,132,33,,798
325,birth,grazer,16,6,132,49,,799
326,birth,grazer,6,24,52,196,,800
326,birth,grazer,7,25,61,206,,801
328,birth,grazer,28,18,225,148,,802
328,birth,grazer,28,17,231,143,,803
331,birth,grazer,12,9,101,75,,804
331,birth,grazer,11,9,95,74,,805
334,birth,grazer,11,20,93,167,,806
334,birth,grazer,11,19,94,158,,807
337,birth,grazer,2,13,20,104,,808
337,birth,grazer,9,12,73,97,,809
337,birth,grazer,4,14,33,119,,810
337,birth,grazer,4,13,39,107,,811
338,birth,grazer,27,20,221,162,,812
338,birth,grazer,27,20,222,162,,813
340,birth,grazer,22,14,183,113,,814
340,birth,grazer,20,26,162,212,,815
340,birth,grazer,22,27,178,217,,816
341,birth,grazer,23,6,189,50,,817
341,birth,grazer,6,9,53,79,,818
341,birth,grazer,25,6,200,50,,819
341,birth,grazer,8,10,68,86,,820
343,birth,grazer,30,19,244,156,,821
343,birth,grazer,11,19,89,157,,822
343,birth,grazer,26,18,215,149,,823
343,birth,grazer,9,19,78,157,,824
344,birth,grazer,3,0,29,0,,825
344,birth,grazer,3,0,31,0,,826
344,death,grazer,10,5,80,44,starved,613
345,birth,grazer,13,25,110,200,,827
345,birth,grazer,6,4,52,34,,828
345,birth,grazer,13,27,107,216,,829
345,birth,grazer,5,3,42,25,,830
346,birth,grazer,10,7,84,56,,831
346,birth,grazer,9,3,73,25,,832
349,birth,grazer,5,28,42,224,,833
349,birth,grazer,5,9,41,79,,834
349,birth,grazer,10,4,86,39,,835
349,birth,grazer,6,27,48,218,,836
349,birth,grazer,10,9,80,73,,837
350,germination,tree,15,3,127,30,,838
350,germination,tree,3,6,26,48,,839
350,germination,tree,23,8,186,66,,840
350,germination,tree,29,8,234,64,,841
350,germination,tree,26,11,209,89,,842
350,germination,tree,28,22,228,178,,843
350,germination,tree,6,27,52,219,,844
350,germination,tree,18,27,145,220,,845
350,germination,tree,10,28,84,225,,846
351,death,grazer,2,20,20,160,eaten,123
352,birth,grazer,14,25,118,200,,847
352,birth,grazer,13,25,110,202,,848
352,death,grazer,2,20,20,160,eaten,122
353,birth,grazer,28,16,226,134,,849
353,birth,grazer,30,19,241,154,,850
355,birth,grazer,2,19,20,159,,851
355,birth,grazer,23,17,190,141,,852
355,birth,grazer,26,22,215,180,,853
356,birth,grazer,11,11,93,88,,854
356,birth,grazer,2,27,23,223,,855
356,birth,grazer,2,19,20,159,,856
356,birth,grazer,4,27,38,221,,857
356,birth,grazer,4,9,33,75,,858
357,birth,grazer,20,19,160,152,,859
357,birth,grazer,18,25,150,204,,860
357,birth,grazer,21,17,169,138,,861
357,birth,grazer,17,26,143,214,,862
357,storm,,0,0,,,,1.6916 0.5164 0.0816
358,birth,grazer,14,11,112,93,,863
358,birth,grazer,27,3,219,24,,864
358,birth,grazer,8,10,68,84,,865
358,birth,grazer,12,12,100,96,,866
358,birth,grazer,28,2,231,23,,867
358,death,grazer,2,20,20,160,eaten,592
359,birth,grazer,0,17,0,143,,868
359,birth,grazer,12,0,98,1,,869
359,birth,grazer,12,9,100,75,,870
359,birth,grazer,8,4,69,38,,871
359,birth,grazer,0,21,0,171,,872
359,birth,grazer,12,0,97,2,,873
363,storm,,0,0,,,,0.2167 0.0614 0.0011
364,birth,grazer,16,26,132,210,,874
364,birth,grazer,20,25,164,201,,875
368,birth,grazer,31,24,253,199,,876
368,birth,grazer,30,26,243,209,,877
370,death,grazer,22,13,182,111,eaten,266
370,storm,,0,0,,,,19.9624 7.7780 5.4527
371,birth,grazer,9,15,77,127,,878
371,birth,grazer,11,16,89,131,,879
372,birth,grazer,25,21,206,172,,880
372,birth,grazer,25,19,202,159,,881
373,birth,grazer,30,26,240,208,,882
373,birth,grazer,28,25,230,202,,883
374,birth,grazer,10,25,84,202,,884
374,birth,grazer,11,28,88,224,,885
375,birth,grazer,20,26,166,209,,886
375,birth,grazer,13,11,111,94,,887
375,birth,grazer,20,18,162,150,,888
375,birth,grazer,19,27,159,216,,889
375,birth,grazer,13,10,105,82,,890
375,birth,grazer,20,19,161,153,,891
375,storm,,0,0,,,,1.4395 0.4604 0.1941
376,birth,grazer,12,24,103,193,,892
376,birth,grazer,5,16,44,135,,893
377,birth,grazer,25,12,203,98,,894
377,birth,grazer,13,24,105,197,,895
377,birth,grazer,28,11,224,92,,896
379,birth,grazer,13,27,111,219,,897
379,birth,grazer,18,26,146,211,,898
379,birth,grazer,8,27,68,218,,899
379,birth,grazer,17,26,141,211,,900
380,birth,grazer,28,6,230,54,,901
380,birth,grazer,27,5,222,42,,902
382,birth,grazer,27,31,218,248,,903
382,birth,grazer,28,31,224,249,,904
383,birth,grazer,23,16,187,128,,905
383,birth,grazer,24,18,192,148,,906
383,storm,,0,0,,,,0.8923 0.2754 0.0738
384,birth,grazer,0,28,0,230,,907
384,birth,grazer,9,11,78,95,,908
384,birth,grazer,2,27,18,222,,909
384,birth,grazer,9,12,77,98,,910
385,storm,,0,0,,,,2.0320 0.6799 0.3994
387,birth,grazer,28,26,226,214,,911
387,birth,grazer,26,27,211,221,,912
388,birth,grazer,31,13,249,107,,913
388,birth,grazer,30,11,247,90,,914
389,birth,grazer,25,18,206,145,,915
389,birth,grazer,26,16,215,132,,916
390,birth,grazer,11,8,92,66,,917
390,birth,grazer,12,8,99,69,,918
391,birth,grazer,3,19,24,153,,919
391,birth,grazer,6,17,54,141,,920
393,birth,grazer,0,28,4,226,,921
393,birth,grazer,11,7,89,56,,922
393,birth,grazer,0,25,0,200,,923
393,birth,grazer,9,23,77,191,,924
393,birth,grazer,11,8,88,67,,925
394,birth,grazer,12,11,100,92,,926
396,birth,grazer,14,11,112,88,,927
396,birth,grazer,12,22,101,181,,928
396,birth,grazer,19,21,158,172,,929
396,birth,grazer,10,20,82,164,,930
396,birth,grazer,12,22,97,178,,931
396,birth,grazer,19,22,153,181,,932
398,birth,grazer,26,25,212,202,,933
398,birth,grazer,24,31,193,249,,934
398,birth,grazer,24,27,199,219,,935
398,birth,grazer,23,31,184,254,,936
399,birth,grazer,4,18,34,146,,937
399,birth,grazer,5,18,44,151,,938
399,birth,grazer,5,16,41,135,,939
399,birth,grazer,8,16,65,135,,940
400,birth,grazer,26,15,211,126,,941
400,birth,grazer,23,18,185,150,,942
400,death,grazer,22,28,181,225,eaten,608
400,germination,tree,5,3,47,25,,943
400,germination,tree,27,3,223,26,,944
400,germination,tree,28,3,231,27,,945
400,germination,tree,4,4,35,38,,946
400,germination,tree,4,5,38,44,,947
400,germination,tree,27,7,223,57,,948
400,germination,tree,28,7,228,61,,949
400,germination,tree,27,8,221,70,,950
400,germination,tree,29,10,233,81,,951
400,germination,tree,28,10,224,83,,952
400,germination,tree,30,11,242,93,,953
400,germination,tree,28,13,226,106,,954
400,germination,tree,28,16,227,134,,955
400,germination,tree,30,16,247,134,,956
400,germination,tree,26,20,212,160,,957
400,germination,tree,23,23,186,184,,958
400,germination,tree,2,25,23,203,,959
400,germination,tree,25,25,204,202,,960
400,germination,tree,23,26,187,215,,961
400,germination,tree,30,31,243,254,,962
401,birth,grazer,13,23,111,189,,963
401,birth,grazer,31,23,253,191,,964
401,birth,grazer,16,26,128,213,,965
401,birth,grazer,30,23,245,190,,966
401,birth,grazer,14,12,119,101,,967
403,birth,grazer,13,11,104,91,,968
403,death,grazer,11,2,93,21,eaten,337
404,birth,grazer,24,18,198,150,,969
404,birth,grazer,28,18,230,151,,970
406,birth,grazer,24,19,198,154,,971
406,birth,grazer,24,19,193,159,,972
407,birth,grazer,13,25,106,207,,973
407,birth,grazer,20,19,164,154,,974
407,birth,grazer,5,14,40,112,,975
407,birth,grazer,19,26,152,210,,976
407,birth,grazer,21,19,168,152,,977
407,birth,grazer,8,5,68,43,,978
410,birth,grazer,31,8,251,65,,979
410,birth,grazer,31,6,255,49,,980
412,birth,grazer,29,9,232,78,,981
412,birth,grazer,31,11,250,92,,982
413,birth,grazer,19,27,152,223,,983
413,birth,grazer,5,18,46,145,,984
413,birth,grazer,2,7,20,59,,985
413,birth,grazer,17,27,142,222,,986
413,birth,grazer,2,12,20,100,,987
416,birth,grazer,29,15,233,120,,988
416,birth,grazer,30,14,245,117,,989
417,birth,grazer,18,7,151,60,,990
417,birth,grazer,18,6,148,50,,991
418,birth,grazer,8,20,69,165,,992
418,birth,grazer,5,6,45,55,,993
418,birth,grazer,7,20,60,161,,994
418,birth,grazer,4,9,36,73,,995
419,birth,grazer,27,4,217,34,,996
419,birth,grazer,27,3,217,28,,997
420,birth,grazer,20,6,160,55,,998
420,birth,grazer,7,11,57,93,,999
420,birth,grazer,30,25,244,205,,1000
420,birth,grazer,19,6,152,54,,1001
420,birth,grazer,30,23,243,187,,1002
421,birth,grazer,25,2,201,22,,1003
421,birth,grazer,4,14,38,119,,1004
421,birth,grazer,27,3,221,24,,1005
422,birth,grazer,23,22,189,182,,1006
422,birth,grazer,6,7,48,62,,1007
422,birth,grazer,23,21,191,171,,1008
422,birth,grazer,6,5,49,41,,1009
423,birth,grazer,19,18,159,151,,1010
423,birth,grazer,20,11,160,92,,1011
423,birth,grazer,20,20,160,161,,1012
423,birth,grazer,19,12,154,102,,1013
425,death,grazer,21,17,172,138,eaten,225
427,storm,,0,0,,,,6.8485 2.3627 1.2283
428,birth,grazer,3,7,28,61,,1014
428,birth,grazer,3,4,30,36,,1015
431,birth,grazer,8,31,64,252,,1016
431,birth,grazer,8,31,68,252,,1017
433,birth,grazer,31,10,248,83,,1018
433,birth,grazer,26,5,208,41,,1019
433,birth,grazer,31,10,248,84,,1020
434,birth,grazer,20,5,160,47,,1021
434,birth,grazer,23,5,190,42,,1022
434,birth,grazer,28,3,228,24,,1023
434,birth,grazer,19,7,156,58,,1024
434,birth,grazer,24,2,199,20,,1025
437,birth,grazer,27,7,223,62,,1026
438,birth,grazer,22,10,178,80,,1027
438,birth,grazer,19,7,157,63,,1028
439,birth,grazer,30,12,240,99,,1029
439,birth,grazer,28,11,226,95,,1030
